,content,label
5980,lại bắt trước Exciter và thiết kế của honda luôn đi sau Yamaha trong phân khúc underbone cạnh tranh tại vietnam,negative
5981,Hoa hậu Việt Nam 2014 Nguyễn Cao Kỳ Duyên phô diễn những đường cong gợi cảm khi diện chiếc đầm bó sát. 😍 😍 😍,positive
5982,Việt jan chứ Viettel gi? Khuyến mại vs gói cước thì cứ mập mờ để lừa dân.,negative
5983,Cho hỏi xe SH Mode màu bạc mờ giá bao nhiêu ạ?,neutral
5984,60 Phút Mở mà thế méo nào ng ta vừa mở mồm là đớp 😂😂😂,negative
5985,"Một tuyệt phẩm mà mình đang mong chờ, giờ mới thành hiện thực, đúng tiêu chí của mình : dễ thao tác, cầm nắm, đút túi quần khi phải di chuyển nhiều, độ bền cao, màn hình nét vừa phải để tiết kiệm pin nhưng máy ảnh phải sắc nét, 5se xuất sắc nhất trong tầm giá",positive
5986,"Đợt hàng vidonn A6 đợt này có vẻ ngon,",positive
5987,Gói kotex nằm ở gói thứ 2. Thực sự rất hài lòng khi dùng kotex vào những ngày đó,positive
5988,"Vừa mơi đặt hàng em macbook pro 15 inch 2015 xong. Dùng hàng Apple chưa bh phải thất vọng cả, đặt biệt là macbook và ipad",positive
5989,﻿Có khả năng các Ifan sẽ được sử dụng công nghệ ra đời cách đây 2 năm. Chúc mừng các bạn,positive
5990,"Tôi chẳng thấy tuyệt chỗ nào. Có smartphone cũ không dùng mang đi đập gấp, chẳng dám cho chẳng dám bán nữa ^^",negative
5991,"Đang chờ con Note 7, vì nó có khả năng chống nước. Mà chờ lâu quá!Hjx",neutral
5992,Về vn là hốt à... dỡn quài,neutral
5993,"Các Mom và Bé ơi! Hàng ngàn bộ Vườn thú vui nhộn đã đến tay các Bé rồi đó. Thời gian và số lượng không còn nhiều nữa đâu, các Mom nhớ nhanh nhanh ""tậu"" ngay thêm sữa chua Vinamilk để nhận được những bộ quà tặng cuối cùng đi nào!",positive
5994,Quá nhiều thứ trong 1 bức ảnh ở Brit Awards: . - Taylor mặc váy đen Rồng Đỏ . - Vợ chồng Kim Kardashian và Kanye West . - Sam Smith,neutral
5995,Những hình ảnh đẹp trong cuộc hội ngộ của Nguyễn Cao Kỳ Duyên với Sư Ông Daichi và Sư Cô Tam Tri Thich .,positive
5996,"Nhờ bạn vào ứng dụng, tại mục Lịch sử, chọn vấn đề bạn gặp phải chính xác và gửi mail về bộ phận Chăm sóc khách hàng của Uber tại supporthcm@Uber.com hoặc support.hanoi@Uber.com để được hỗ trợ thêm nhé! Xin cám ơn.",neutral
5997,"sao anh không khác đi vậy anh sam sum....! cứ mãi làm giống thế, anh có cái nào đột phá hơn trong thiết kế không....",negative
5998,hèn gì gần đây 3G trên máy Tui cứ như rùa bò,negative
5999,Vđk chứ VTC KoTex ai mà chơi,negative
6000,"74 tự do ,Exciter luôn luôn nóng bỏng ,ai đã thấy em trong những trận chiến ...thứ 7 chúc ae vui vẻ ... . mod : Ti Ngố",positive
6001,"Ấn tượng, thu hút, cá tính là những gì có thể nói đến hai chiếc xe Yamaha Exciter 150 được thay dàn áo độc đáo mang phong cách Hello Kitty và AVG Turtle.",positive
6002,Bạn cần tiền tiêu dùng mà ngại vay bạn bè. . Bạn muốn vay trong khoảng 10-100tr . . Bạn có thể vay tín chấp ở VPBank mà không cần tài sản thế chấp. . LH Tư Vấn Miễn Phí: 0169.822.1203.. . *Vay theo Lương . *Vay theo hóa đơn điện . *Vay theo bảo hiểm nhân thọ,neutral
6003,nếu mà 5.8 thì to quá,neutral
6004,"Add cho mình hỏi có CV Số:2251/VNPT-HNi-KTKH. Hà Nội, ngày 06 tháng 05 năm 2016. . V/v: phối hợp triển khai các gói cước FO_V2&FTVO_V2 bán hàng online qua fanpage mua hàng VNPT. . trong khi đó chặn hết FB thì chúng tôi quảng bá như nào nhỉ?",negative
6005,hồ ngọc hà 😘😘,neutral
6006,"Trong khi huấn luyện viên hoa hậu cũng có những lo lắng riêng. Cô bày tỏ bản thân đang lo sợ Hồ Ngọc Hà. Trong hai lượt chiến thắng thử thách tập 3 và tập 5, Phạm Hương gây tranh cãi khi liên tiếp loại thí sinh đội Lan Khuê. Không ít người cho rằng, người đẹp quê Hải Phòng ngại đụng độ ""nữ hoàng giải trí"". . http://6h30.net/tin-nhanh/pham-huong-toi-dang-so-ho-ngoc-ha",mix
6007,món này là món gì nhỉ. trc gia đình Nestle cũg giới thiệu rồi,neutral
6008,"Giá tốt máy đẹp cấu hình ổn so với mức giá tầm trung, GR5 tuyệt đấy",positive
6009,"Mình chán nhất dàng HP, chip VGA nhanh hư quá. Không biết các đời sau thế nào chứ, ngày xưa mua con DV2000 giờ đang đắp chăn làm kĩ niệm",negative
6010,Mình nâng cấp cho 5 thường chạy rất mượt ổn định,positive
6011,SH Mode 12k alo 0915.43.77.53 đặt hàng nha các bạn,neutral
6012,"Con của em cũng thế,pin yếu kinh khủng,đang dùng rom 2.3.5,chẳng làm gì nhiều,nghe nhạc hơn tiếng là sụt nguồn,lướt web 3g chụp ảnh...làm gì nặng là 1 tí là tắt ngỏm,chán thế,ko biết bị lỗi phần cứng hay do rom nữa",negative
6013,Khuyến mãi cho chủ thẻ GPBank,positive
6014,Tất cả sim mình bán giá 148k như giá VNPT đưa ra ^_^ . Bán trực tiếp cả 2 đầu Nam & Bắc để các bạn mua dùng :),neutral
6015,Ở Việt nam cái gì hút máu nhiều nhất: Vâng là Kotex siêu mỏng cánh :v,neutral
6016,"Tớ dùng bon 9900, chạy ngon đúng chất dâu. Mới dùng được mấy năm. Cảm giác mượt, dễ chịu, thật như đang dùng một chiếc... đi động!",positive
6017,Đọc những dòng của bạn thì mình thấy Ipad cũng lắm lỗi nhưng vì có giá cao nên người ta chắp vá để bán lại.,negative
6018,"Sắp hết thời rồi, cái cảm giám sung sướng khi cầm iphone 4 chắc không bao giờ trở lại được.",mix
6019,"Sức hút của Exciter 150 Matte Black là rất lớn bởi màu đen nhám thời thượng và phong cách mạnh mẽ, sang trọng...!!!",positive
6020,"Không quá xa Hà Nội, không quá đông đúc như Cửa Lò, Sầm Sơn, một Thịnh Long yên bình, e ấp, còn đôi chút hoang sơ....",positive
6021,"mình cũng bị tình trạng này khi tắt TV Sony bằng điều khiển sau 1 thời gian nhất định, bật lên sẽ không có tiếng và mất quyền điều khiển. TV chỉ có thể trở lại trạng thái bình thường khi rút phích nguồn cắm lại.",negative
6022,kotex một bịch sáu cái nhé .,neutral
6023,"​ Nhiều năm trước, Microsoft có một tầm nhìn khá táo bạo đối với tương lai của thế giới điện toán. Hãng muốn đưa tất cả mọi thứ vào trong những hình vuông hoặc hình chữ nhật. Mỗi ô như thế sẽ đại diện cho một ứng dụng, một game, một trải nghiệm nào đó, và bạn chỉ việc chạm vào nó để bắt đầu tiêu thụ nội dung. Hoặc, nếu bạn đã biết bạn muốn gì, bạn chỉ cần nói tên nó ra và hệ thống sẽ tự động mang nội dung ra cho bạn. Đó chính là tầm nhìn mà Microsoft đã sử dụng để tạo ra Windows 8, Windows Phone, và hơn hết, để tạo ra Xbox. Giờ đây, tầm nhìn đó đã chết. Thiết bị dùng để biến tất cả những điều ""huyền bí"" trên trở thành sự thật - cảm biến Kinect - không còn luôn bán kèm với chiếc máy chơi game của Microsoft nữa. Kể từ tháng 6 năm nay, người dùng có thể mua Xbox One mà không có Kinect với giá 399$, rẻ hơn 100$ so với bộ Xbox One + cảm biến (cần nói thêm rằng bộ này vẫn sẽ được bán song song với bộ 399$ chứ không bị bỏ đi). Nói cách khác, người dùng sẽ được sở hữu chiếc console mới nhất của Microsoft với giá rẻ hơn bằng cách hi sinh hệ thống camera và microphone vốn được thiết kế để giúp máy phản hồi lại các cử chỉ và mệnh lệnh giọng nói. ""Xbox One là Kinect. Chúng không phải là hai hệ thống riêng biệt"". Đây là lời phát biểu của phó chủ tịch Phil Harrison hồi tháng 8 năm ngoái. Điều đó không còn đúng nữa. Trong ngắn hạn, và cũng có thể là trong dài hạn, Microsoft có lẽ rất ""đau khổ"" khi quyết định bán Xbox mà không đi chung với Kinect. Xbox One đã không bán tốt được như đối thủ PlayStation 4 mặc dù hệ máy này có những tựa game lớn độc quyền như Titanfall and Forza Motorsport 5. Như vậy, sự chênh lệch về giá có lẽ là một trong những nguyên nhân khiến Xbox One vẫn còn đi phía sau PlayStation 4. Với động thái mới nhất nói trên, Xbox One đã có giá bằng với đối thủ cạnh tranh trực tiếp của mình, cùng là 399$. ​ Cảm biến Kinect thế hệ mới cũng chưa chứng tỏ được giá trị của 100$ mà người dùng phải chi thêm khi họ mua Xbox One. Hiện nay không nhiều game thật sự hỗ trợ tốt việc tương tác bằng cảm biến này, nếu có thì những trò chơi cũng chưa ứng dụng nó theo một cách hợp lý. Bản thân Kinect cũng chưa cho thấy sự khác biệt trong việc điều hướng trong giao diện người dùng của Xbox. Nó đôi lúc không nhận lệnh, và các app bên ngoài thì chưa khai thác được hết sức mạnh đầy hứa hẹn của hệ thống ghi nhận chuyển động này. Thay vào đó, người dùng cứ chộp lấy tay cầm lên và điều khiển thì còn nhanh hơn. Ở thời điểm hiện tại, khi Kinect không còn quan trọng như nó đã từng, việc cắt giảm thiết bị này ra khỏi Xbox thực chất lại khá hợp lý. Nếu Microsoft có thể thuyết phục được nhiều người mua Xbox One với giá rẻ hơn, hãng có thể đảm bảo về mặt thị phần so với PS4. Song song đó, hãng sẽ bán được nhiều game hơn, số tài khoản đăng kí Xbox Live cũng theo đó tăng lên. Ở mức 399$, Microsoft thậm chí còn có thể kiếm được nhiều tiền hơn nữa. Trong trường hợp Kinect lại trở nên quan trọng một lần nữa đối với Xbox, người dùng chỉ việc đi ra ngoài tiệm hoặc lên Internet để sắm cho mình một cái cảm biến, chỉ đơn giản vậy thôi. Chúng ta cũng đã từng thấy Microsoft thực hiện chiến lược này rồi đấy chú: Mẫu Xbox 360 đầu tiên được tung ra thị trường với tùy chọn có hoặc không có ổ cứng, nhưng trong bối cảnh người ta chuộng download nội dung hơn là bỏ đĩa vào xem/chơi, HDD trở thành một phần bổ sung cực kì có giá trị. Cảm biến Kinect thế hệ đầu cũng thế, và nó cũng là một sản phẩm rất thành công ngay cả khi Microsoft ra mắt thiết bị này ở nửa cuối vòng đời của Xbox 360. Chẳng phải khi không mà Tổ chức kỷ lục thế giới Guinness phong cho Kinect là phụ kiện chơi game ngoại vi bán chạy nhất. Nhưng có một sự khác biệt rất lớn giữa một phụ kiện tùy chọn với một phụ kiện được bán kèm theo mỗi một chiếc console. Microsoft từng hứa hẹn với giới phát triển game rằng mỗi chiếc Xbox One xuất hiện thì 100% sẽ đi kèm theo một cái Kinect, và hãng đã liên tục bảo vệ ý kiến này trong một thời gian dài. Chỉ mới hồi tháng Hai năm nay Harvey Eagle, trưởng nhóm Marketing của Microsoft Anh Quốc, đã nhắc lại: ""Giống như những gì chúng tôi đã nói từ đầu, chúng tôi tin Kinect là một phần không thể tích rời của trải nghiệm Xbox One"". Lời hứa hẹn này gửi đi một thông điệp rõ ràng rằng Kinect sẽ dính với Xbox One. Nhà phát triển có thể yên tâm rằng thị trường cho các game và ứng dụng Kinect là có thực, và nó sẽ được mở rộng theo từng chiếc Xbox One được bán ra. Ngược lại, người dùng Xbox One có quyền kỳ vọng những cải tiến về mặt trải nghiệm đến từ những công ty phát triển game và phần mềm. ​ Bây giờ thì Microsoft đã thất hứa, lời đảm bảo nói trên đã mất đi và thị trường dành cho phần mềm Kinect sẽ không bao giờ giống như trước nữa. Công ty đã gợi ý rằng tính năng nhận diện giọng nói của Kinect sẽ tốn lên theo thời gian bởi nó có khả năng học hỏi từ người dùng, nhưng giờ thì có quá ít lý do để gắm thường trực Kinect và Xbox One, dẫn đến hệ quả cuối cùng là số lượng khách hàng có xài Kinect sẽ thu hẹp. Trong bối cảnh Microsoft đã quay lưng hoàn toàn với lời hứa của mình, chúng ta khó mà tin được những lời hứa hẹn khác của công ty đối với hệ sinh thái Xbox. Hoàn toàn có khả năng công ty ra mắt chiếc Xbox One không đi kèm tính năng TV, và vì Kinect đóng vai trò là một bộ phát hồng ngoại cho cả hệ thống giải trí tại gia, việc không có cảm biến sẽ khiến vai trò trung tâm của Xbox giảm đi đáng kể. Một mối nguy hiểm còn lớn hơn đó là tương lai mà Microsoft từng vẽ ra, nơi mà chúng ta có thể sử dụng Xbox như một chiếc máy tính đặt trong phòng khách. Đến giờ Microsoft cũng chưa có một câu trả lời cụ thể liên quan đến việc phát triển ứng dụng cho Xbox mặc dù công ty nói rằng hệ điều hành của máy là dựa trên Windows. Trong bối cảnh Microsoft muốn bỏ bớt đi những thứ không liên quan đến game, có khả năng các lập trình viên sẽ không còn hứng thú để nhảy vào cuộc chơi nữa. Thay vào đó, họ sẽ xài Kinect để làm những việc khác, những ứng dụng khác ngoài thực tiễn, tương tự như cách mà cách nhà khoa học, các việc nghiên cứu đã sử dụng Kinect thế hệ đầu để làm nhiều thứ từ theo dõi chuyển động cho đến mang lên thám hiểm vũ trụ. ​ Giờ đây, Microsoft hiện đang hi sinh tương lai để tập trung cho hiện tại, y hệt như cách mà công ty đưa các tính năng thân thiện với chuột và bàn phím vào để khắc phục nhược điểm của Windows 8. Microsoft không còn định hướng người dùng đến việc điều khiển thiết bị điện toán bằng giọng nói, cử chỉ và cảm ứng nữa. Lúc này, giao diện Metro (Modern) cũng trở nên kém quan trọng hơn, và nói một cách thẳng thắng thì trên những thiết bị như Xbox One và máy tính truyền thống, các ô Tile chỉ còn là những điểm nhấn vào mặt giao diện, và người dùng vẫn di chuyển giữa các ô này bằng chiếc tay cầm chơi game. Tính hữu ích thật sự của chúng vẫn còn bị kẹt lại với các thói quen sử dụng hiện tại. Nhưng cũng đừng ngạc nhiên nếu một ngày nào đó bạn lại thấy Microsoft khôi phục toàn bộ tầm nhìn của hãng. Microsoft là một công ty đầy tham vọng, họ lại có nhiều nguồn lực và nhân tài để thực hiện ý muốn của mình. Hãng cũng chính là đơn vị từng tham gia rất sớm vào thị trường tablet và smartphone đấy thôi. Chúng ta hãy chờ xem sao. Nguồn: The Verge​",neutral
6024,tui đoán có miếng kotex góc 5h30 😓,neutral
6025,Đ o cam nhé thôn trường xuân xã Đồng Tiến huyện Cô Tô tỉnh Quảng Ninh,neutral
6026,Chúc VNPT cà mau giữ vững thị phần nơi tận cùng Tổ quốc!,positive
6027,"Ad cho em hoi ,ngan hag minh lien ket voi nhung ngan hag nao.Va ở huyện hải hậu tỉnh nam định có cây atm nào của VPBank không",neutral
6028,Cho em đi Cô Tô 1_3 với ah!,neutral
6029,Cô Tô đẹp quá <3,positive
6030,"Đã đặt cọc oppo f1s nhưng sau khi xem bản demo máy đã quyết định hủy cọc vì thấy màn hình hd hiển thị ko tốt, màn hình sáng nhưng chói rất khó chịu. Khi mở trang web có nền trắng thì thấy màn hình bị ngả sang màu đỏ (ám đỏ) sự khác biệt thấy rõ khi so sánh với cái sony XA có cùng mức giá và độ phân giản màn hình. Nói chung ko nên mua f1s",negative
6031,Nguyễn Cao Kỳ Duyên chỗ nay xa ko mậy,neutral
6032,"Chả cần biết ai đúng, ai sai, chả cần biết động cơ thực sự là gì. Tôi chỉ biết luôn thích anh MC Phan Anh. Sau chương trình này, tôi lại càng thấy quý mến anh hơn và nể cách ứng xử của anh với dư luận. P/s: Cô bạn đồng nghiệp của tôi sau khi xem đoạn đầu của 60 Phút Mở đã khóc vì thương anh, và vì ức BBT chương trình.",mix
6033,Exciter nhìn cũng xót,negative
6034,Trưởng ban tổ chức cũng đã cho biết về thông tin cấm hoa hậu đương nhiệm Nguyễn Cao Kỳ Duyên 😰 😰 😰,neutral
6035,"Line cho tôi hỏi, sử dụng samsung e7, mạng VNPT cái j line lúc nhận gởi tin được lúc kg, nhận thông báo, nhưng vào đọc thì kg có.",negative
6036,Ồh một thay đổi lớn làm thay đổi thế giới đây! Đúng là chúng ta không sống nỗi vì thiếu nó được...,positive
6037,Sầm Sơn đầy nắng cùng gió,neutral
6038,Có ai ở Sầm Sơn k,neutral
6039,Uống C2 Trà Xanh và Rồng Đỏ nhiễm độc chì. Hãng URC là của Philippin đứng sau vụ tẩy chay Tân Hiệp Phát của VN.. . . Đề nghị các bạn tẩy chay thằng URC cho nó biết mặt. . .,negative
6040,thêm ít chục nữa mua được 2 cục xiaomi 10400mah nhìn màu không ngon,negative
6041,Nhìn quả CAMERA lồi như mắt cua ... rất mất thẩm mỹ !,negative
6042,Lumia mình dùng bt. Con lumia 620 dùng từ hồi mới ra mắt tới giờ vẫn bt và giờ lên con 930 sài chẳng thấy hiện tượng chậm gì hết. Và dòng này rất bền. Chạy xe rơi rớt qoài mà màn hình chẳng sao cả. Nhiều lúc mong nó hư để đổi đt khác mà k đc :)))),neutral
6043,"Vậy là trở thành người bạn thân của Nestle cũng đã được gần 1 năm rùi. Từ chương trình ""So độ tươi"" năm ngoái tới tận bây giờ!",positive
6044,Khi nào lương VN tăng gấp đôi thì mua.....,neutral
6045,Cùng chờ đón phần trình diễn đặc biệt của Hồ Ngọc Hà trong đêm trao giải Zing Music Awards vào tối nay nhé! . . Trực tiếp tại: http://tv.zing.vn/zing-music-awards-2015,neutral
6046,Câu hỏi cuối tuần này sẽ giúp bạn hiểu hơn về dòng sản phẩm sữa tươi sạch thanh trùng TH True Milk mới ra mắt cùng cơ hội nhận được quà tặng là 1 thùng sản phẩm hoàn toàn mới này dành cho 2 thành viên may mắn trả lời đúng câu hỏi,positive
6047,Hồ ngọc hà thật xinh,positive
6048,"Mong người dân Sầm Sơn luôn tỉnh táo, đủ bình tĩnh đợi chính quyền xử lý. Đừng để bọn xấu có cơ hội trà trộn vào kích động, đổ thêm dầu vào lửa. Nhất định chính quyền sẽ giải quyết ổn thỏa, ko để nhân dân phải chịu thiệt. :)",positive
6049,Hari Won đã chính thức lên tiếng phản hồi trước những ồn ào Hồ Ngọc Hà tỏ thái độ với cô trên sân khấu.,neutral
6050,Ngon. Bo. Re.,positive
6051,1. Bao giờ có yêu nhau - Dv chính: Minh Hằng & Quý Bình . 2. Nắng - Dv chính: Hoài Linh & Thu Trang . 3. Fan cuồng - Dv chính: Thái Hòa . 4. Nữ đại gia - Dv chính: Nguyễn Cao Kỳ Duyên . . Bộ phim được đón nhận nhiều nhất: Bao giờ có yêu nhau.,neutral
6052,"mình mới mua được 3 hôm cũng cùng ý kiến như bạn, không hài lòng về pin",negative
6053,"Sữa Kid Essentials ""con cưng"" của dòng sữa Nestle làm mưa gió đã về tiếp. Sữa thơm + ngon tăng cân tốt cho bé mà ko bị táo, thành phần dinh dưỡng cực kỳ khoa học.Các mẹ hãy đặt gạch luôn nhé bên Úc đang khan hàng gom mãi mới về được ạ. . Giá: 615k/ hộp",positive
6054,Dm pố pắt đầu thấy gkét pm ùj đấy mấy kn ml pố lamj lien quang djt j đến chất lượng kotex pn m dùg ak xàm l,negative
6055,"vậy thì mình cứ tiếp tục với 6 plus, chả việc gì phải phí xu khi thay đổi chưa tạo sự khác biệt rõ rệt",negative
6056,hãy để MC Nguyễn Cao Kỳ Duyên dẫn dắt đêm chung kết,neutral
6057,Yamaha cho e hỏi Exciter r 2014 côn tự động sài nhớt bao nhiêu ml,neutral
6058,S7 ván này thua thật.,negative
6059,Dang dùng rmn3 thấy ngon rồi giờ ra con này thấy thèm quá,positive
6060,Co SH Mode hk a.?cho em kiu woi,neutral
6061,"Mua đt khác lại phải nhét túi quần à? Nếu gắn sim dc trên đồng hhồ thì chỉ cần giơ tay ra xem ai gọi tới và bấm tai nghe blt là mghe luôn thôi. Thiét bị liên lạc cực lỳ di động bao gồm 1 smw+ tai blt kẹp áo. Còn smp, tablet vứt cốp xe, vứt trong cặp oke? Chứ còn đeo smw mà túi quần vẫn cồm cộm cái đt to vật và fai rut đt ra nghe hoặc đưa đh lên miệng alo thì vứt đh đi cho xong",negative
6062,12 inch Huawei Matebook nhỏ gọn dễ mang theo,positive
6063,đắt hơn 20 lần cái laptop của em rồi,neutral
6064,"em này với em Vindonn X6 cũng ngang ngửa, thấy quảng cáo cũng rất ok, bác nào đã sử dụng qua thì cho em xin ít ý kiến ^^ cũng đang định tậu em này mà tìm mà 0 thấy chỗ nào bán hết",neutral
6065,"Đặt set dầu gội Clear của Nhật cho khách . Chỉ 380k . Muachung chuyên đặt hàng Nhật, Hàn, Mĩ, Đức có bill . Ai có nbu cầu ib ak",neutral
6066,Bphone mấy bạn ơi,neutral
6067,"giá gốc đã trên 500k rồi bác, về VN chắc gần 550k với cả 22$ là làm tròn xuống rồi, vì nó tận 149 tệ cơ mà sao có 22$ đc",neutral
6068,"Bộ nhớ trong 32Gb, laptop mà bộ nhớ chỉ chừng này thôi sao?",negative
6069,"Mức giá được rao bán ở mức rất thấp như: SH 150i nhập: 20 triệu; SH 1950 Việt 15 triệu đồng; SH Mode, Airblate, Vision, Lead 2015, Vespa Lx, Xipo, Zipo đồng giá: 10 triệu đồng. Exciter 150, Dream Thái xịn: 7 triệu đồng; Dream Việt và Wave có giá 5 triệu đồng…",neutral
6070,"Vừa ăn ngon, vừa chơi lại có quà mang về. Hèn chi Gia đình Nestle đông đảo quá.",positive
6071,Tuổi trẻ tài cao nên mới có 60 Phút Mở tuyên truyền giáo dục như vậy.,positive
6072,"Muốn chắc vừa tầm tiền mua HTC M8 ,M9 ,E9 sd thấy quá đã và xứng đáng với đồng tiền bỏ ra !",positive
6073,Cuối tuần ǹy ai Sầm Sơn hok?,neutral
6074,"Lô hàng Rồng Đỏ ly 21/5/2015 nhạt như nước sông là sao ad, uống đc ngụm phải đổ hết",negative
6075,"Mùa hè của mình sẽ kéo dài với một khóa học tiếng Trung trình độ sơ cấp. Không có leo núi, không có du lịch.. nhưng kotex vẫn luôn là bạn đồng hành của mình",positive
6076,Các dòng zenfone đều chán cả,negative
6077,Ai đi dự lớp tập huấn của thị xã Sầm Sơn với hùng không,neutral
6078,vãi cả câu trả lời NGỌT NGÀO dành cho OPPO =)))),neutral
6079,Cấu hình này ngang với iphone 6. Thích hợp cho ai ko muốn dùng màn hình lớn,neutral
6080,Năm sau mới ra màn hình cong tràn viền thì có mà ăn sái của SS à. Thất vọng,negative
6081,"Đoàn sinh viên trường ĐH Hồng Đức tham gia chương trình ""Sinh viên với biển đảo Tổ quốc"" do TW HSV tổ chức. Hiện chúng tôi đang có mặt tại cảng Cái Rồng xuất phát ra Đảo Cô Tô.",neutral
6082,FPT shop vừa phân tích là không có màng hình amoled. Không biết ai đúng nhỉ,neutral
6083,16 triệu thì SONY sống sao ?? hóng SO FAn vào chém ợ,negative
6084,"ĐƯA NHAU ĐI TRỐN - Tour chụp ảnh cưới kết hợp du lịch tại Quan Lạn , Cô Tô, Vinpearl Hạ Long <3",neutral
6085,Giá quá ngon máy đẹp bền cấu hình cao,positive
6086,Được 13 con cá đấy!!! Kiet Nguyen Ngo Ngô Huyền Trân Đào Nestle,neutral
6087,"Đến FPT SHop: Mua nhỏ, trúng lớn – 100% trúng quà, mua gì cũng trúng, kể cả phụ kiện. Rất nhiều giải thưởng có giá trị cực lớn như 30 xe máy SH Mode, Airblade, Wave, 100 Tivi, 100 tủ lạnh, 20 laptop, smartphone và hàng ngàn phiếu mua hàng... . Mẹ cũng đừng ngại “hầu bao” không cho phép nhé vì FPT SHop luôn có chương trình ưu đãi trả góp 0 đồng, 0% lãi suất cho rất nhiều sản phẩm.",neutral
6088,Viền thì mỏng mà viên trên và viền dưới thì siêu dày....nhìn mất cân đối,negative
6089,"Thằng ku em trai đang dùng con galaxy s2 hd đến giờ màn vẫn ngon lành, chỉ có tội máy giờ lỗi thời hay đơ thôi..",mix
6090,chiều nay vừa nghe 1 con mới bên anh fan-ryu.hơi bé bạn à.ai có nhu cầu up thì qua anh ấy nhé,negative
6091,Wow cái màu mới đẹp quá !,positive
6092,bà ngoại với dì đi Sầm Sơn mua cho e đây hehe,neutral
6093,Có ai dùng 6s lên 9.2.1 lại nhanh hết pin như tôi không. Nhanh hết pin quá,negative
6094,Bạn thử mua con zen về khi gắn tai nghe vào thử nghe nhạc bạn sẽ thấy tủi như thế nào. Zenphone chỉ bá đạo so với siêu bình dân thôi nhé không nên đặt ngang với các siêu phẩm,neutral
6095,Chán,negative
6096,"Tôi đang dùng và không chê được điều gì so với tầm tiền ! Cảm biến vân tay rất chuẩn, máy cứng cáp, đẹp, chạy mọi app rất mượt, màn hình thật long lanh....tóm lại rất hài lòng.",positive
6097,Kỉ niệm buổi Offline trải nghiệm Bphone cùng các thành viên trên Bphone Fans Club tại TP Đà Nẵng ngày 09/08/2015. :),neutral
6098,"Đẹp quá. Rất gọn gàng, sắc nét.",positive
6099,gắn lun cái kotex siêu thấm nước,neutral
6100,"Cho mình xin cái hình cỡ 10 phút, vì card đồ họa giờ họ thiết kế ko để quạt quay khi chưa lên 50 độ để card đủ nóng tránh hỏng do dãn nở nhiệt nhanh Cỡ 5 triệu là hợp lý bác ạ",neutral
6101,1111: HỒ NGỌC HÀ,neutral
6102,game này như kotex nên ko choi,negative
6103,Tại sao không thấy Bom - phôn trong danh sách này? Hàng đầu thế giới cơ mà. Chấm hết!,neutral
6104,"Không thích dùng android chứ không thì mình cũng dùng Mi note rồi , thích thiết kế, hiệu năng và đặc biệt là giá của xiaomi , cũng đang dùng mấy sản phẩm của Xiaomi như sạc dự phòng , tai nghe , rất tuyệt",mix
6105,Xuân Lộc Khuyến Văn Lê Nguyễn Đức Tâm code phải không? Viettel trừ data 3G ảo diệu quá,negative
6106,Mình luôn tin tưởng công ty cổ phần thực phẩm Việt nam. Các bạn cứ yên tâm sử dụng các sản phẩm thương hiệu Vietfoods nhé an toàn chất lượng . Đặt lợi ích của người tiêu dùng lên đầu Nguyễn Ngần Hoa Hồng Xanh Hồ Hoài Thư Hoai Thu Ho Pham van Tien. Sđt 098 9537314,positive
6107,Thảo Tiên SH Mode kìa,neutral
6108,VNPT tuyển CTV bán hàng.,neutral
6109,"đừng trách họ,họ muốn bạn biết rằng Viettel luôn quan tâm bạn bất kể lúc nào mà :v",neutral
6110,K có gì đột phá,negative
6111,"Bộ chìa khóa chống trộm Gosu g5000 lên cho SH nhập và khóa smartkey Iky Bike lên cho SH Mode . ---------------------------------------------------- . + Tất cả hệ thống điện đều đc tính toán và làm tỷ mỹ, gọn gàng, sử dụng giắc bấm cose như zin không cắt cọng dây nào, KO ẢNH HƯỞNG GÌ ĐẾN HỆ THỐNG ĐIỆN ZIN CỦA XE . ---------------------------------------------------- . - Chống trộm PL Technology: Số 10A Ngõ 40 Võ Thị Sáu, Hai Bà Trưng, Hà Nội (đường ven hồ) . + Hotline: 0962.9898.07 (zalo, call, sms, thư tay) – 09.3333.1291 (call, sms)",positive
6112,Nếu ko có sóng lớn . .. thì sẽ ko có thuyền trưởng tài ba <3 . Ảnh: Exciter 64 Touring . http://pro-biker.vn/,neutral
6113,"Mình xài con Mi Band 1S được 4 tháng rồi. Tracking bước chân hơi tệ, có ngày mình toàn ngồi không mà cũng được 4000 bước, mấy thao tác với tay lấy sách hay bút cũng tính thành 1 bước. Còn lại đo nhịp tim cũng ổn. Đo giấc ngủ thì khá chuẩn xác. Pin thì cứ hơn 1 tháng sạc 1 lần. À unlock phone thì cái phone nào cũng unlock được hết miễn là mở bluetooth connect thương xuyên.",mix
6114,"Iphone hết thời làm mưa gió rồi. Nếu muốn tduy trì vị thế thì phải có gì khác biệt, hoặc về công nghệ hoặc về giá (phải rẻ hơn) hoặc cả hai.",negative
6115,Siêu phẩm chạy Android đmua nhất hiện nay,positive
6116,Quá đẳng cấp ! thế này mới xứng gọi là Smartwatch !,positive
6117,Thế nó sốt mày gửi cho nó cái lòn j...Kotex nhá thấm mồ hôi thơm mát có keo dán luôn đéo sợ rớt,negative
